Date,Open,High,Low,Close,Volume
2025-12-22 00:00:00,1.1713716983795166,1.171783447265625,1.1713716983795166,1.171783447265625,0
2025-12-22 00:15:00,1.171783447265625,1.171783447265625,1.1715089082717896,1.1715089082717896,0
2025-12-22 00:30:00,1.1715089082717896,1.171783447265625,1.1713716983795166,1.1715089082717896,0
2025-12-22 00:45:00,1.1716461181640625,1.1719207763671875,1.1715089082717896,1.1719207763671875,0
2025-12-22 01:00:00,1.17205810546875,1.172195553779602,1.171783447265625,1.1719207763671875,0
2025-12-22 01:15:00,1.17205810546875,1.17205810546875,1.1719207763671875,1.17205810546875,0
2025-12-22 01:30:00,1.17205810546875,1.172333002090454,1.1716461181640625,1.17205810546875,0
2025-12-22 01:45:00,1.172195553779602,1.172195553779602,1.1719207763671875,1.17205810546875,0
2025-12-22 02:00:00,1.172195553779602,1.172333002090454,1.17205810546875,1.172195553779602,0
2025-12-22 02:15:00,1.172195553779602,1.172195553779602,1.17205810546875,1.17205810546875,0
2025-12-22 02:30:00,1.172195553779602,1.172333002090454,1.1719207763671875,1.17205810546875,0
2025-12-22 02:45:00,1.17205810546875,1.17205810546875,1.1719207763671875,1.17205810546875,0
2025-12-22 03:00:00,1.1719207763671875,1.17205810546875,1.1719207763671875,1.1719207763671875,0
2025-12-22 03:15:00,1.1719207763671875,1.17205810546875,1.171783447265625,1.171783447265625,0
2025-12-22 03:30:00,1.171783447265625,1.17205810546875,1.171783447265625,1.17205810546875,0
2025-12-22 03:45:00,1.17205810546875,1.172195553779602,1.17205810546875,1.172195553779602,0
2025-12-22 04:00:00,1.17205810546875,1.172195553779602,1.17205810546875,1.17205810546875,0
2025-12-22 04:15:00,1.172195553779602,1.172195553779602,1.17205810546875,1.172195553779602,0
2025-12-22 04:30:00,1.172195553779602,1.172333002090454,1.172195553779602,1.172333002090454,0
2025-12-22 04:45:00,1.172333002090454,1.1724703311920166,1.172333002090454,1.172333002090454,0
2025-12-22 05:00:00,1.172333002090454,1.1724703311920166,1.172333002090454,1.1724703311920166,0
2025-12-22 05:15:00,1.1724703311920166,1.1724703311920166,1.172333002090454,1.1724703311920166,0
2025-12-22 05:30:00,1.1724703311920166,1.1724703311920166,1.1719207763671875,1.17205810546875,0
2025-12-22 05:45:00,1.17205810546875,1.172195553779602,1.1719207763671875,1.17205810546875,0
2025-12-22 06:00:00,1.17205810546875,1.172195553779602,1.1719207763671875,1.17205810546875,0
2025-12-22 06:15:00,1.17205810546875,1.172195553779602,1.17205810546875,1.17205810546875,0
2025-12-22 06:30:00,1.17205810546875,1.17205810546875,1.171783447265625,1.1719207763671875,0
2025-12-22 06:45:00,1.1719207763671875,1.1719207763671875,1.1716461181640625,1.1719207763671875,0
2025-12-22 07:00:00,1.172195553779602,1.172195553779602,1.1719207763671875,1.17205810546875,0
2025-12-22 07:15:00,1.17205810546875,1.1724703311920166,1.1719207763671875,1.172333002090454,0
2025-12-22 07:30:00,1.172333002090454,1.1727453470230103,1.172333002090454,1.1727453470230103,0
2025-12-22 07:45:00,1.1727453470230103,1.173433542251587,1.1727453470230103,1.1732958555221558,0
2025-12-22 08:00:00,1.1732958555221558,1.1732958555221558,1.1727453470230103,1.1727453470230103,0
2025-12-22 08:15:00,1.1727453470230103,1.1731581687927246,1.1727453470230103,1.1731581687927246,0
2025-12-22 08:30:00,1.1732958555221558,1.1737089157104492,1.1731581687927246,1.1737089157104492,0
2025-12-22 08:45:00,1.17384672164917,1.1741223335266113,1.17384672164917,1.1739845275878906,0
2025-12-22 09:00:00,1.1739845275878906,1.1739845275878906,1.1737089157104492,1.1737089157104492,0
2025-12-22 09:15:00,1.1735711097717285,1.1735711097717285,1.1731581687927246,1.1735711097717285,0
2025-12-22 09:30:00,1.1735711097717285,1.1737089157104492,1.173433542251587,1.173433542251587,0
2025-12-22 09:45:00,1.173433542251587,1.1735711097717285,1.1731581687927246,1.1732958555221558,0
2025-12-22 10:00:00,1.173433542251587,1.1739845275878906,1.173433542251587,1.1737089157104492,0
2025-12-22 10:15:00,1.17384672164917,1.1741223335266113,1.17384672164917,1.1741223335266113,0
2025-12-22 10:30:00,1.1739845275878906,1.1739845275878906,1.1735711097717285,1.1735711097717285,0
2025-12-22 10:45:00,1.1737089157104492,1.1739845275878906,1.173433542251587,1.1735711097717285,0
2025-12-22 11:00:00,1.1737089157104492,1.17384672164917,1.1735711097717285,1.1737089157104492,0
2025-12-22 11:15:00,1.1737089157104492,1.1739845275878906,1.1737089157104492,1.17384672164917,0
2025-12-22 11:30:00,1.17384672164917,1.17384672164917,1.1732958555221558,1.1735711097717285,0
2025-12-22 11:45:00,1.1737089157104492,1.1737089157104492,1.173433542251587,1.1735711097717285,0
2025-12-22 12:00:00,1.1737089157104492,1.1745359897613525,1.1737089157104492,1.1741223335266113,0
2025-12-22 12:15:00,1.1742602586746216,1.1742602586746216,1.17384672164917,1.1739845275878906,0
2025-12-22 12:30:00,1.1739845275878906,1.1743981838226318,1.1739845275878906,1.1741223335266113,0
2025-12-22 12:45:00,1.1742602586746216,1.1746740341186523,1.1741223335266113,1.1745359897613525,0
2025-12-22 13:00:00,1.1746740341186523,1.175364375114441,1.1746740341186523,1.175364375114441,0
2025-12-22 13:15:00,1.1752262115478516,1.175364375114441,1.1749500036239624,1.1750881671905518,0
2025-12-22 13:30:00,1.1750881671905518,1.1756407022476196,1.1750881671905518,1.1756407022476196,0
2025-12-22 13:45:00,1.1755025386810303,1.1755025386810303,1.175364375114441,1.175364375114441,0
2025-12-22 14:00:00,1.175364375114441,1.175364375114441,1.1748120784759521,1.175364375114441,0
2025-12-22 14:15:00,1.175364375114441,1.1761938333511353,1.1752262115478516,1.1761938333511353,0
2025-12-22 14:30:00,1.1761938333511353,1.176747441291809,1.1761938333511353,1.176747441291809,0
2025-12-22 14:45:00,1.1766090393066406,1.176747441291809,1.1763322353363037,1.1764705181121826,0
2025-12-22 15:00:00,1.1763322353363037,1.176747441291809,1.1763322353363037,1.1766090393066406,0
2025-12-22 15:15:00,1.1763322353363037,1.176747441291809,1.1763322353363037,1.1764705181121826,0
2025-12-22 15:30:00,1.1766090393066406,1.177024483680725,1.1764705181121826,1.176885962486267,0
2025-12-22 15:45:00,1.176885962486267,1.1773016452789307,1.1763322353363037,1.176747441291809,0
2025-12-22 16:00:00,1.1766090393066406,1.176747441291809,1.1764705181121826,1.1766090393066406,0
2025-12-22 16:15:00,1.1766090393066406,1.1766090393066406,1.1759172677993774,1.1761938333511353,0
2025-12-22 16:30:00,1.1763322353363037,1.1763322353363037,1.1756407022476196,1.1756407022476196,0
2025-12-22 16:45:00,1.1756407022476196,1.1756407022476196,1.1752262115478516,1.175364375114441,0
2025-12-22 17:00:00,1.1755025386810303,1.1757789850234985,1.175364375114441,1.1756407022476196,0
2025-12-22 17:15:00,1.1756407022476196,1.1761938333511353,1.1755025386810303,1.1761938333511353,0
2025-12-22 17:30:00,1.1761938333511353,1.176747441291809,1.1761938333511353,1.1766090393066406,0
2025-12-22 17:45:00,1.1766090393066406,1.176747441291809,1.1761938333511353,1.1761938333511353,0
2025-12-22 18:00:00,1.1760554313659668,1.1761938333511353,1.1755025386810303,1.1756407022476196,0
2025-12-22 18:15:00,1.1756407022476196,1.1757789850234985,1.1755025386810303,1.1755025386810303,0
2025-12-22 18:30:00,1.175364375114441,1.1755025386810303,1.175364375114441,1.1755025386810303,0
2025-12-22 18:45:00,1.1755025386810303,1.1757789850234985,1.175364375114441,1.1756407022476196,0
2025-12-22 19:00:00,1.1756407022476196,1.1756407022476196,1.1755025386810303,1.1756407022476196,0
2025-12-22 19:15:00,1.1755025386810303,1.1755025386810303,1.1752262115478516,1.1755025386810303,0
2025-12-22 19:30:00,1.1756407022476196,1.1757789850234985,1.1756407022476196,1.1756407022476196,0
2025-12-22 19:45:00,1.1756407022476196,1.1759172677993774,1.1755025386810303,1.1759172677993774,0
2025-12-22 20:00:00,1.1757789850234985,1.1759172677993774,1.1756407022476196,1.1759172677993774,0
2025-12-22 20:15:00,1.1757789850234985,1.1760554313659668,1.1757789850234985,1.1760554313659668,0
2025-12-22 20:30:00,1.1760554313659668,1.1761938333511353,1.1760554313659668,1.1761938333511353,0
2025-12-22 20:45:00,1.1761938333511353,1.1761938333511353,1.1757789850234985,1.1757789850234985,0
2025-12-22 21:00:00,1.1757789850234985,1.1763322353363037,1.1757789850234985,1.1763322353363037,0
2025-12-22 21:15:00,1.1761938333511353,1.1764705181121826,1.1760554313659668,1.1763322353363037,0
2025-12-22 21:30:00,1.1763322353363037,1.1764705181121826,1.1763322353363037,1.1764705181121826,0
2025-12-22 21:45:00,1.1764705181121826,1.1766090393066406,1.1764705181121826,1.1764705181121826,0
2025-12-22 22:00:00,1.1761938333511353,1.1766090393066406,1.1759172677993774,1.1761938333511353,0
2025-12-22 22:15:00,1.1761938333511353,1.1764705181121826,1.1760554313659668,1.1764705181121826,0
2025-12-22 22:30:00,1.1763322353363037,1.1764705181121826,1.1761938333511353,1.1763322353363037,0
2025-12-22 22:45:00,1.1763322353363037,1.1764705181121826,1.1763322353363037,1.1763322353363037,0
2025-12-22 23:00:00,1.1763322353363037,1.176885962486267,1.1763322353363037,1.1766090393066406,0
2025-12-22 23:15:00,1.176747441291809,1.176885962486267,1.176747441291809,1.176747441291809,0
2025-12-22 23:30:00,1.176747441291809,1.176747441291809,1.1766090393066406,1.176747441291809,0
2025-12-22 23:45:00,1.176885962486267,1.176885962486267,1.176747441291809,1.176885962486267,0
2025-12-23 00:00:00,1.176747441291809,1.177163004875183,1.176747441291809,1.177024483680725,0
2025-12-23 00:15:00,1.177163004875183,1.177163004875183,1.176885962486267,1.177163004875183,0
2025-12-23 00:30:00,1.177163004875183,1.177163004875183,1.177024483680725,1.177163004875183,0
2025-12-23 00:45:00,1.1773016452789307,1.1773016452789307,1.177163004875183,1.177163004875183,0
2025-12-23 01:00:00,1.177163004875183,1.1773016452789307,1.176885962486267,1.1773016452789307,0
2025-12-23 01:15:00,1.1774401664733887,1.1774401664733887,1.177024483680725,1.177024483680725,0
2025-12-23 01:30:00,1.177024483680725,1.1778563261032104,1.177024483680725,1.1775789260864258,0
2025-12-23 01:45:00,1.1775789260864258,1.1778563261032104,1.1775789260864258,1.1775789260864258,0
2025-12-23 02:00:00,1.1777175664901733,1.177994966506958,1.1777175664901733,1.177994966506958,0
2025-12-23 02:15:00,1.177994966506958,1.177994966506958,1.1775789260864258,1.1777175664901733,0
2025-12-23 02:30:00,1.1778563261032104,1.177994966506958,1.1778563261032104,1.177994966506958,0
2025-12-23 02:45:00,1.177994966506958,1.1782727241516113,1.177994966506958,1.1781338453292847,0
2025-12-23 03:00:00,1.1781338453292847,1.1782727241516113,1.177994966506958,1.177994966506958,0
2025-12-23 03:15:00,1.177994966506958,1.177994966506958,1.1777175664901733,1.1777175664901733,0
2025-12-23 03:30:00,1.177994966506958,1.1781338453292847,1.1778563261032104,1.177994966506958,0
2025-12-23 03:45:00,1.177994966506958,1.1781338453292847,1.1778563261032104,1.1778563261032104,0
2025-12-23 04:00:00,1.1781338453292847,1.1782727241516113,1.177994966506958,1.1782727241516113,0
2025-12-23 04:15:00,1.1781338453292847,1.1781338453292847,1.177994966506958,1.177994966506958,0
2025-12-23 04:30:00,1.177994966506958,1.1781338453292847,1.1778563261032104,1.1778563261032104,0
2025-12-23 04:45:00,1.1781338453292847,1.1781338453292847,1.1777175664901733,1.1778563261032104,0
2025-12-23 05:00:00,1.1778563261032104,1.1782727241516113,1.1778563261032104,1.1781338453292847,0
2025-12-23 05:15:00,1.1781338453292847,1.1782727241516113,1.1781338453292847,1.1782727241516113,0
2025-12-23 05:30:00,1.1781338453292847,1.1782727241516113,1.177994966506958,1.1781338453292847,0
2025-12-23 05:45:00,1.177994966506958,1.177994966506958,1.1778563261032104,1.1778563261032104,0
2025-12-23 06:00:00,1.177994966506958,1.177994966506958,1.1778563261032104,1.177994966506958,0
2025-12-23 06:15:00,1.1778563261032104,1.1778563261032104,1.1775789260864258,1.1775789260864258,0
